sample,tn,tc,band1,band2,band3,band4,band5,band6,band7,band8,band9,band10,band11,band12,band13,band14,band15,band16,band17,band18,band19,band20,band21,band22,band23,band24,band25,band26,band27,band28,band29,band30,band31,band32,band33,band34,band35,band36,band37,band38,band39,band40,band41,band42,band43,band44,band45,band46,band47,band48,band49,band50,band51,band52,band53,band54,band55,band56,band57,band58,band59,band60,band61,band62,band63,band64,band65,band66,band67,band68,band69,band70,band71,band72,band73,band74,band75,band76,band77,band78,band79,band80,band81,band82,band83,band84,band85,band86,band87,band88,band89,band90,band91,band92,band93,band94,band95,band96,band97,band98,band99,band100,band101,band102,band103,band104,band105,band106,band107,band108,band109,band110,band111,band112,band113,band114,band115,band116,band117,band118,band119,band120,band121,band122,band123,band124,band125,band126,band127,band128,band129,band130,band131,band132,band133,band134,band135,band136,band137,band138,band139,band140,band141,band142,band143,band144,band145,band146,band147,band148,band149,band150,band151,band152,band153,band154,band155,band156,band157,band158,band159,band160,band161,band162,band163,band164,band165,band166,band167,band168,band169,band170,band171,band172,band173,band174,band175,band176,band177,band178,band179,band180,band181,band182,band183,band184,band185,band186,band187,band188,band189,band190,band191,band192,band193,band194,band195,band196,band197,band198,band199,band200,band201,band202,band203,band204,band205,band206,band207,band208,band209,band210,band211,band212,band213,band214,band215,band216,band217,band218,band219,band220,band221,band222,band223,band224,band225,band226,band227,band228,band229,band230,band231,band232,band233,band234,band235,band236,band237,band238,band239,band240,band241,band242,band243,band244,band245,band246,band247,band248,band249,band250,band251,band252,band253,band254,band255,band256
1,0.52,6.87,0.203070427,0.211493579,0.224285673,0.238094801,0.245533525,0.250684601,0.25319839,0.257712174,0.261358487,0.26509127,0.268145851,0.271005135,0.273774441,0.276436051,0.280010046,0.28195455,0.285760649,0.288676746,0.291025414,0.293245468,0.296103321,0.298419071,0.301298618,0.303617337,0.305927898,0.308656764,0.310981832,0.313096199,0.315563328,0.317522869,0.319465642,0.321520151,0.323366127,0.325329127,0.326967451,0.328514489,0.330352761,0.331820031,0.333434688,0.33503733,0.336655728,0.338196291,0.339974947,0.341616728,0.343300057,0.344985178,0.346666543,0.348334953,0.350216155,0.351831017,0.353468689,0.354878883,0.356534032,0.35800516,0.359568683,0.360858799,0.362483142,0.363734904,0.365249141,0.366438392,0.367917376,0.36894632,0.370237127,0.371058741,0.371979692,0.372562429,0.373049133,0.373187484,0.373763322,0.374133448,0.374460768,0.373600567,0.372897234,0.370249614,0.366975246,0.362506697,0.358302264,0.355796533,0.355776626,0.355515875,0.355843683,0.356229722,0.356947731,0.357731214,0.358529079,0.35929865,0.360744161,0.36208442,0.363806071,0.365046256,0.366751154,0.368234128,0.370212785,0.371609058,0.373327712,0.374607445,0.376045664,0.377144018,0.37836035,0.379241189,0.380309064,0.381241449,0.382314235,0.383119757,0.384369115,0.385407619,0.386683348,0.387880011,0.389200279,0.389980508,0.391164706,0.392003438,0.393019974,0.393385486,0.394018714,0.394047992,0.394152399,0.393702315,0.393628047,0.393357362,0.393230823,0.392736924,0.392850233,0.392572876,0.392185431,0.391340226,0.3908215,0.390485228,0.391173698,0.391485918,0.391916909,0.391886088,0.3920777,0.39221107,0.392812411,0.392985451,0.3935862,0.394007446,0.394694505,0.395291104,0.396024385,0.396582351,0.397538665,0.398016217,0.39910847,0.399687412,0.400201769,0.399784796,0.398681674,0.396156222,0.392645213,0.385127064,0.373615087,0.356649361,0.337623189,0.321396248,0.31158079,0.307037902,0.306042617,0.307001087,0.309921026,0.313637178,0.318164081,0.322560312,0.327138574,0.331592014,0.335907846,0.340253511,0.344841538,0.349007374,0.353019564,0.356020361,0.358467629,0.359759977,0.360434106,0.359924985,0.35934725,0.358086503,0.357211267,0.356349147,0.355974871,0.355870528,0.356003606,0.355885882,0.356044936,0.356009006,0.356307103,0.356700466,0.357869586,0.358904484,0.36004017,0.360750632,0.361002825,0.36039336,0.359682423,0.358086091,0.356319565,0.354156201,0.352528352,0.350281965,0.347918243,0.345532096,0.343866598,0.343255194,0.344966099,0.347195154,0.348012946,0.347183791,0.344948131,0.341256102,0.337131235,0.332762061,0.329936997,0.328105934,0.326544578,0.325139645,0.324343296,0.323455217,0.322066601,0.320520122,0.319820035,0.320614083,0.320479419,0.319754765,0.318803751,0.31779702,0.317570601,0.318658374,0.319427239,0.319210085,0.318582645,0.31756634,0.316760319,0.315719292,0.3144978,0.312068491,0.309509589,0.305961737,0.301972582,0.29779066,0.293569104,0.28927946,0.285093952,0.280676643,0.276690099,0.273026529,0.269534213,0.266491914,0.263921311,0.262110198,0.260608146,0.26039779,0.259422834,0.259321762,0.258790583,0.257696314
2,0.25,2.76,0.197285899,0.208610768,0.220359252,0.23217673,0.241760178,0.248792226,0.250000864,0.254731363,0.256732398,0.260030004,0.262739618,0.265055283,0.266710054,0.269367476,0.272177558,0.274498788,0.27729206,0.279195332,0.281737801,0.283760395,0.285880142,0.287946161,0.289843369,0.29221729,0.293910256,0.296056862,0.298091589,0.299929634,0.30173776,0.30365644,0.305079032,0.307018891,0.308824569,0.310396162,0.311768639,0.313415434,0.314977755,0.316596831,0.318152693,0.319673878,0.321206058,0.322677589,0.324141064,0.325728156,0.327197683,0.328690956,0.33031091,0.331581362,0.333155424,0.334530977,0.335963653,0.337121005,0.338643566,0.33977525,0.341257456,0.342472071,0.343838534,0.345051046,0.3462756,0.34729681,0.348648952,0.349697888,0.350812629,0.351749136,0.352845623,0.353711337,0.354544152,0.355087869,0.355983455,0.356676311,0.357047644,0.356249053,0.355876878,0.353683487,0.351120229,0.347706376,0.345056311,0.344817527,0.347706687,0.349928484,0.352009596,0.35346399,0.354902858,0.35579647,0.356855021,0.357740883,0.359105532,0.360288761,0.361819093,0.362843992,0.364274353,0.365334777,0.366713993,0.367710668,0.368966514,0.369953217,0.371051397,0.371900251,0.372938644,0.373750983,0.374750708,0.375418459,0.376459122,0.377041173,0.378081397,0.378636784,0.379498707,0.380304301,0.381181481,0.381712015,0.382615822,0.383181587,0.38404007,0.384409568,0.385144654,0.385527863,0.386055283,0.386091712,0.386476834,0.38657055,0.386970823,0.387044866,0.387564571,0.387784652,0.38804852,0.387876598,0.388014709,0.387863596,0.388265256,0.388305698,0.388637752,0.388504459,0.388755774,0.388878867,0.389219589,0.389326697,0.389751154,0.390099317,0.390617887,0.390931507,0.391480552,0.391874998,0.392493073,0.392788938,0.393517427,0.393819369,0.394076441,0.393813829,0.392966355,0.391088742,0.388584904,0.38279684,0.374097171,0.36068309,0.345574963,0.333486694,0.327938477,0.327253643,0.328989102,0.331226021,0.334150089,0.33699549,0.340205706,0.343244314,0.346562966,0.349433796,0.352793124,0.355929501,0.35966124,0.362731461,0.366159891,0.369093027,0.371840316,0.374157749,0.37618904,0.377590608,0.379117343,0.379816318,0.380839334,0.381499189,0.382419623,0.383184459,0.384074566,0.384487993,0.385202427,0.3856051,0.38630259,0.386994575,0.388310836,0.389416623,0.390676412,0.391201369,0.391149149,0.389962128,0.388427086,0.385780769,0.382766854,0.379405444,0.375910221,0.371724521,0.367366593,0.362968036,0.359473618,0.357691669,0.35980592,0.363051282,0.365306405,0.366011258,0.365952279,0.364857888,0.363587701,0.362449747,0.361891427,0.36146243,0.360639786,0.359696313,0.358863048,0.358153311,0.357205526,0.356441019,0.355839226,0.355404307,0.354703995,0.353237226,0.352045972,0.35066605,0.349976032,0.349996574,0.350029747,0.349470739,0.348511936,0.347242827,0.346020166,0.344657808,0.343357551,0.341285191,0.338796063,0.335873225,0.332446536,0.328997904,0.325412202,0.322166506,0.319202074,0.316376799,0.313107933,0.310225798,0.307483765,0.304527497,0.302237472,0.299626738,0.297267868,0.295761411,0.294195442,0.29187138,0.290602956,0.286500055
3,0.18,2.17,0.219635881,0.224935331,0.240752079,0.256846255,0.26271559,0.266435772,0.268485499,0.273442863,0.275732951,0.278601948,0.280728768,0.283155205,0.284985332,0.287349487,0.289667397,0.290743768,0.293913257,0.295900802,0.298220389,0.299910869,0.30145147,0.303342946,0.305360074,0.307117457,0.309146738,0.31069793,0.31244618,0.314369554,0.31638319,0.318055247,0.319365104,0.321134853,0.322874434,0.32435072,0.325854008,0.32728035,0.328762385,0.330225031,0.331799977,0.333118225,0.334693856,0.336090289,0.337560501,0.338988767,0.340477221,0.341830224,0.343324347,0.344724759,0.346190256,0.347392477,0.348740865,0.349763218,0.35138175,0.352374255,0.353761043,0.354948732,0.356263672,0.357361455,0.358593153,0.359435155,0.360773886,0.361821925,0.362914952,0.363927463,0.364951455,0.365738356,0.366647175,0.367214039,0.368089165,0.368764069,0.369173185,0.368456971,0.367875012,0.365927018,0.363498804,0.3601635,0.357747971,0.358014228,0.36135506,0.363854468,0.36610959,0.36773074,0.369262349,0.37019017,0.371256585,0.372098117,0.373359013,0.374479714,0.375924834,0.376863888,0.378124357,0.379067553,0.380366247,0.381269836,0.382365159,0.383251381,0.384213366,0.385052359,0.386030292,0.386738043,0.387708392,0.388376675,0.389222517,0.38982663,0.390716174,0.391316372,0.392110291,0.392772317,0.39357055,0.393993017,0.394837022,0.39531754,0.396066097,0.396509722,0.397269156,0.397584599,0.398241312,0.398258629,0.398738786,0.398984966,0.399463251,0.399581318,0.400121543,0.400416042,0.400824804,0.40084259,0.401046985,0.401020095,0.401323017,0.401117134,0.401395954,0.401310078,0.401582999,0.401494185,0.401922929,0.401999925,0.402369187,0.402649779,0.4031692,0.403423804,0.403895717,0.404180792,0.404822332,0.405051136,0.405694483,0.405892549,0.406171123,0.405847849,0.405285517,0.403510375,0.401224907,0.395892292,0.38815695,0.376072449,0.362262894,0.351082739,0.346848827,0.347100151,0.349592582,0.352089751,0.354897307,0.357437704,0.360286915,0.362848599,0.365741759,0.368302023,0.371262241,0.373963778,0.377314378,0.380182797,0.383362099,0.386099626,0.388851169,0.391271922,0.393767894,0.395566922,0.397283594,0.398421789,0.39985983,0.400845166,0.401759751,0.402588224,0.403526469,0.404123595,0.404980055,0.40539712,0.406160434,0.406929296,0.408185819,0.409485699,0.410845927,0.411431204,0.411284418,0.409984994,0.408220127,0.405381691,0.401865753,0.398080721,0.394205923,0.389575413,0.384609273,0.379765578,0.375684319,0.373755213,0.375943011,0.379544548,0.381951665,0.383139413,0.383519246,0.38312715,0.382854676,0.382319563,0.382412684,0.382228847,0.381845006,0.381100819,0.380195229,0.37953607,0.378950299,0.378205992,0.377585978,0.377067686,0.37588255,0.37482024,0.373333874,0.371996596,0.371192122,0.370824906,0.370996817,0.370235546,0.36912721,0.367682271,0.366596684,0.365497162,0.364086038,0.362016155,0.359559435,0.35671978,0.353854954,0.350291743,0.347364363,0.344451954,0.342039882,0.339105812,0.336497023,0.334011796,0.331692689,0.328632155,0.325883393,0.323816076,0.321603167,0.319586974,0.318129232,0.315603252,0.313356083,0.310960767
4,0.13,1.57,0.213912328,0.223203989,0.237554211,0.250934691,0.258965711,0.265987938,0.267533638,0.272457342,0.275580995,0.278321187,0.280794499,0.283691756,0.284970261,0.287645558,0.289876327,0.292628861,0.295385269,0.296943943,0.299739323,0.301839663,0.303297174,0.305407145,0.307259976,0.309419416,0.311504683,0.313255395,0.315156623,0.317495405,0.318915902,0.32072177,0.322374878,0.324233561,0.326045913,0.327459087,0.329092881,0.330501806,0.332114773,0.33349784,0.33523826,0.3365922,0.338173361,0.339606111,0.341184093,0.342819635,0.344254111,0.345629497,0.347223968,0.348599776,0.350212708,0.351373823,0.352890179,0.353979281,0.355591424,0.356727961,0.358066974,0.359271367,0.360605137,0.361796568,0.363108403,0.364014138,0.365356104,0.366457035,0.367604267,0.368511942,0.369712761,0.37054845,0.371528932,0.372156867,0.373192615,0.373749929,0.374091318,0.373395807,0.372808681,0.370837215,0.368372779,0.365048302,0.362511464,0.362686409,0.365957245,0.368556515,0.370842011,0.372356293,0.373961248,0.374831926,0.375982431,0.376856084,0.378250595,0.379338213,0.38067017,0.381723074,0.383083989,0.384002638,0.38538721,0.386259646,0.387481851,0.388379735,0.389508418,0.390270006,0.391159721,0.391980177,0.392955122,0.39365542,0.394570529,0.395110427,0.395974322,0.396677769,0.39747412,0.398123669,0.39894663,0.399480686,0.400330083,0.400875598,0.401629566,0.402045628,0.402812317,0.403253754,0.403761856,0.403901734,0.404332207,0.404602917,0.405129102,0.405248373,0.405833582,0.406050064,0.406473496,0.406509339,0.406714225,0.406647299,0.406796734,0.406812663,0.406977523,0.406925694,0.407155214,0.407200275,0.407603519,0.407703311,0.408110854,0.408302491,0.408849168,0.409191923,0.409782374,0.410011765,0.410618752,0.410877796,0.411548748,0.411760752,0.412018138,0.411670061,0.411012142,0.409395082,0.406792683,0.401447799,0.393482716,0.381015326,0.366822139,0.355348535,0.350794198,0.350943112,0.353357579,0.355863741,0.358747416,0.361316967,0.364294588,0.366999758,0.369847103,0.372568072,0.375606018,0.37839018,0.381880248,0.384784398,0.388037262,0.390875572,0.39385577,0.396203885,0.398696386,0.400544719,0.402332256,0.403417077,0.404739722,0.40581627,0.406891138,0.407675925,0.408675575,0.409432163,0.410278264,0.410727532,0.411578765,0.412136606,0.413554847,0.414761307,0.416259876,0.41686942,0.416870679,0.415588198,0.413793561,0.410858955,0.407293595,0.403400489,0.399570337,0.395034251,0.390035951,0.385064133,0.381344366,0.379241112,0.381244228,0.384972515,0.387250493,0.388346211,0.388783658,0.38857348,0.388157418,0.387665751,0.387541619,0.387623215,0.387010457,0.386061324,0.385282077,0.384544041,0.383859931,0.38316596,0.382575738,0.382044521,0.381067438,0.379769392,0.378433857,0.376757812,0.37561923,0.375802401,0.375754521,0.375087584,0.373966087,0.372562613,0.371067187,0.369984361,0.368603985,0.366606502,0.364070983,0.361146253,0.358202479,0.354827359,0.351607315,0.348715026,0.34625544,0.34346815,0.340633767,0.338150957,0.335506243,0.332397353,0.330082991,0.327952177,0.325226002,0.322646735,0.320737548,0.31989785,0.316323717,0.312162152
5,0.13,1.34,0.203465327,0.211145472,0.226568842,0.244680027,0.25524796,0.263674454,0.266644664,0.27216135,0.27467487,0.278030212,0.280913121,0.283061778,0.285045734,0.287248493,0.289945792,0.292703855,0.295188002,0.297153323,0.299314647,0.301221245,0.303460945,0.305122104,0.307168304,0.309148767,0.310926472,0.313009295,0.315025025,0.316874414,0.318566229,0.320198782,0.322016941,0.323648176,0.325322633,0.32667366,0.328193259,0.329536676,0.331141459,0.332603032,0.334143009,0.335472776,0.336983161,0.338487747,0.339893388,0.341287834,0.34274925,0.34403711,0.345598521,0.346897063,0.34835761,0.349405655,0.350884786,0.35195506,0.353495938,0.354409995,0.355826741,0.356935397,0.358206063,0.359249921,0.360495902,0.361395605,0.362684698,0.363720409,0.364786326,0.365733532,0.366780489,0.367703125,0.368620511,0.369288858,0.370254105,0.370739377,0.371050638,0.370612557,0.369934478,0.36805413,0.365688491,0.362629665,0.360435736,0.360742205,0.364186877,0.366889456,0.369268589,0.370805646,0.372328754,0.373190907,0.374313613,0.375074487,0.376413174,0.377453807,0.378832553,0.379725647,0.380926421,0.381707266,0.383048953,0.383826149,0.384942428,0.385756474,0.386701351,0.387451854,0.388397697,0.389064767,0.390055579,0.390577133,0.391499301,0.392060275,0.392920713,0.393484166,0.394168992,0.394933422,0.395647305,0.39607995,0.396848136,0.3973497,0.398070762,0.398469026,0.399320484,0.399674796,0.400249101,0.400381742,0.400940288,0.401279712,0.401805732,0.401980017,0.402462998,0.402756741,0.403177668,0.403326502,0.403615458,0.403617414,0.403858981,0.403630678,0.403806717,0.403679354,0.403966098,0.40383562,0.404348459,0.404407701,0.404849662,0.405154043,0.405597372,0.405800626,0.406363868,0.406591084,0.407230786,0.40746273,0.407990037,0.408192958,0.408549598,0.408251003,0.407634474,0.406151852,0.403843717,0.399182041,0.392131559,0.380845064,0.368037629,0.357787865,0.354134217,0.354742634,0.357311902,0.359868392,0.362678732,0.365049654,0.367762203,0.370046796,0.372688971,0.375035605,0.377793045,0.380244036,0.383417067,0.385920623,0.388943489,0.391664541,0.394452092,0.396855377,0.399318356,0.401090492,0.403099966,0.404507767,0.405892982,0.407075621,0.408148544,0.409110327,0.410254302,0.410765087,0.411620728,0.412259995,0.412973345,0.413836851,0.415087897,0.416307577,0.417671478,0.418407479,0.418361101,0.416890277,0.415144573,0.412165385,0.408617836,0.404598581,0.400525005,0.395894236,0.390921807,0.385872774,0.381795749,0.379612592,0.381865568,0.385503152,0.387998168,0.389266682,0.389829554,0.389959647,0.389954455,0.389760914,0.390188112,0.390248056,0.390025857,0.389142518,0.388485924,0.388028688,0.387550479,0.386752185,0.386171948,0.385571575,0.384518919,0.383239166,0.382053373,0.380353994,0.379654706,0.379655199,0.379507075,0.379009694,0.377633684,0.376360338,0.375211255,0.374128091,0.372736317,0.370828554,0.368336792,0.365803621,0.362969429,0.359792462,0.356677033,0.354245201,0.352072216,0.349843814,0.347084283,0.344539725,0.342061227,0.339382756,0.336640876,0.334871007,0.331716882,0.328972448,0.327088772,0.324775335,0.322260583,0.318050785
6,0.08,0.74,0.178810027,0.187888957,0.207510232,0.222003608,0.232295288,0.239988738,0.248685474,0.247104546,0.24947724,0.251543149,0.254235015,0.255535388,0.256801731,0.259197851,0.260728615,0.261903478,0.26447,0.26584413,0.26773081,0.268538629,0.270186138,0.271569034,0.272941573,0.274384581,0.275441134,0.276885291,0.278351999,0.279587097,0.2809472,0.281982633,0.283107719,0.284265149,0.285411695,0.286211042,0.287095695,0.287901489,0.289153782,0.290069936,0.291192206,0.29211294,0.293336944,0.294220952,0.295305209,0.29618899,0.29724671,0.298023949,0.299179041,0.300057595,0.301043902,0.301799824,0.302732672,0.303392762,0.304391703,0.304993288,0.305910866,0.306701333,0.307450983,0.308162346,0.308917574,0.309458997,0.31031396,0.31095234,0.31155786,0.311913391,0.312625122,0.312918824,0.313466876,0.313685718,0.314064452,0.313973103,0.313810107,0.312493789,0.31062819,0.307112075,0.302908551,0.297905973,0.294035065,0.29387137,0.297730261,0.301038622,0.303873406,0.305861291,0.307542641,0.308388253,0.30930093,0.309970618,0.311250262,0.31241488,0.313776352,0.314713109,0.31586982,0.316538482,0.31761653,0.318260765,0.319176013,0.319830603,0.320657397,0.321234468,0.321907407,0.322386655,0.322979972,0.323444056,0.324105235,0.324333873,0.325003522,0.325183755,0.325807329,0.326123709,0.326567767,0.32676167,0.327365411,0.327563386,0.328093213,0.328262156,0.328840494,0.328986444,0.329412653,0.32930796,0.329601442,0.32972625,0.329971306,0.329934458,0.330179053,0.330124291,0.330343653,0.330217212,0.330220593,0.329977345,0.329944648,0.329631762,0.329448706,0.32911999,0.329067746,0.328802943,0.3289114,0.328691066,0.328793514,0.328834915,0.329079262,0.32908343,0.329306175,0.329295806,0.329573903,0.329594978,0.329765595,0.329549851,0.329393251,0.32863188,0.32756957,0.325045847,0.321030062,0.314256566,0.304130124,0.289543504,0.273946499,0.26322416,0.261121424,0.263824726,0.268173774,0.271846685,0.275115609,0.277641062,0.280270583,0.282395103,0.284893391,0.287428156,0.289847754,0.29237653,0.295407041,0.297997154,0.30103661,0.303858033,0.306729804,0.309211224,0.311622953,0.31371434,0.31566526,0.317082497,0.318557376,0.319671659,0.320809069,0.321591431,0.322408267,0.323003524,0.323623457,0.324140574,0.324872658,0.325432509,0.326630028,0.32760052,0.328809931,0.329175763,0.329181786,0.327978213,0.326175413,0.323529681,0.320350543,0.316689482,0.312718842,0.308215044,0.303225481,0.298075551,0.293369034,0.290329311,0.292023979,0.295519398,0.297929358,0.29937419,0.300278276,0.300773455,0.301346907,0.301496039,0.30160834,0.301838455,0.301398169,0.300436563,0.2994325,0.298444319,0.2975988,0.296601112,0.295641148,0.294388005,0.29292218,0.291320823,0.289453809,0.287564876,0.286245955,0.28538209,0.284905321,0.284033267,0.282508692,0.280835361,0.279280138,0.278241461,0.276711773,0.275053737,0.272792503,0.270036496,0.267097502,0.264257468,0.261907607,0.259274942,0.257326243,0.255163285,0.253176879,0.250965392,0.248917037,0.246383823,0.244087117,0.242166584,0.240236438,0.23818231,0.237822361,0.235586515,0.233191659,0.230641179
7,0.05,0.44,0.16541026,0.173529254,0.184800422,0.195536525,0.202000111,0.204757084,0.211967066,0.20873552,0.2119687,0.213055784,0.2139632,0.214772262,0.215819715,0.217121133,0.217952191,0.219557668,0.220705489,0.221511388,0.22259153,0.223480807,0.224234615,0.225271426,0.226172029,0.227246261,0.227874112,0.229030794,0.229893499,0.23057483,0.231471253,0.232187157,0.23294352,0.233679093,0.234446191,0.235156853,0.235954303,0.236240722,0.236909852,0.237788488,0.238478138,0.239133639,0.239944576,0.240521626,0.241254729,0.241853437,0.242611013,0.243170563,0.243906223,0.244433821,0.245183987,0.245582414,0.246123317,0.246629826,0.247307159,0.247613344,0.248331966,0.248764117,0.249230952,0.249630105,0.250028013,0.250213975,0.250747927,0.250922931,0.25130555,0.251429142,0.251753237,0.251907579,0.252030726,0.25188212,0.252030698,0.251707458,0.251106629,0.249463283,0.246977471,0.242949197,0.23810908,0.232873139,0.228685946,0.228230035,0.232294522,0.23574125,0.238500324,0.240546481,0.242100772,0.242847918,0.243459763,0.243980964,0.245189423,0.246255504,0.247408483,0.248248773,0.249214357,0.249813427,0.250747553,0.251288602,0.251956091,0.252417462,0.252946059,0.253347983,0.253852528,0.25419626,0.254726044,0.25499354,0.255378481,0.255498228,0.256022503,0.256175422,0.256456889,0.256640419,0.25695387,0.257039057,0.257441084,0.257432133,0.257814198,0.257798225,0.258231615,0.258269965,0.258594763,0.258432497,0.258618572,0.258517028,0.258636767,0.258481959,0.25866132,0.258557317,0.258669184,0.258419226,0.258342643,0.258085305,0.257902454,0.257416929,0.25724816,0.256850881,0.256642148,0.256315731,0.256229208,0.25588646,0.255928236,0.255678783,0.255752369,0.255551108,0.255760816,0.255643999,0.255776659,0.255634762,0.255572784,0.255429537,0.254963442,0.254002483,0.252695087,0.25004397,0.245599208,0.238467156,0.227786874,0.212841145,0.197397693,0.188011961,0.187295497,0.19099855,0.195567499,0.199422646,0.202536645,0.204819837,0.207116801,0.208969197,0.211139592,0.213194599,0.215605874,0.217835226,0.220610239,0.223133518,0.225808495,0.228285952,0.230864258,0.233062525,0.235395575,0.237187514,0.238960925,0.240244192,0.241707953,0.242553003,0.24356425,0.24415265,0.244841019,0.245207314,0.245763389,0.246133611,0.246586297,0.247075038,0.247995943,0.248813711,0.249829255,0.250095961,0.249943627,0.248598068,0.246900134,0.244164026,0.241179697,0.237973579,0.234483113,0.230635904,0.226301238,0.221534626,0.217028394,0.213819475,0.21561418,0.219409003,0.221940474,0.223049119,0.223961579,0.224698311,0.225786617,0.226619798,0.226887019,0.226869697,0.226183044,0.225089052,0.224066876,0.223330748,0.222307575,0.221159075,0.22004435,0.218784017,0.217127261,0.215370039,0.213549378,0.211664919,0.210245814,0.209225902,0.208505284,0.207187844,0.205682732,0.204118177,0.20295224,0.201755932,0.200677584,0.198993081,0.196970786,0.194643168,0.192162004,0.189638157,0.187089154,0.185185357,0.183846185,0.181843708,0.180085018,0.178729786,0.176759634,0.17468688,0.173272056,0.171886709,0.170539836,0.170409544,0.170312458,0.169803725,0.169607706,0.168618834
8,0.05,0.41,0.198823992,0.207873061,0.218074292,0.229938716,0.237806245,0.242479827,0.243423095,0.246396912,0.24880175,0.250355105,0.251652762,0.252522796,0.253920519,0.254955963,0.256128895,0.256907827,0.259008072,0.259600037,0.260935749,0.261673205,0.262604197,0.263358855,0.264074158,0.264881239,0.265541522,0.266763226,0.267601027,0.268259678,0.269123438,0.269790504,0.270613429,0.27134934,0.272034182,0.272564323,0.27311584,0.273633544,0.274305828,0.274987964,0.275753909,0.27635585,0.277174331,0.277810341,0.278386214,0.279024155,0.279798581,0.280305442,0.281110716,0.281639376,0.282180533,0.282746371,0.283373923,0.283704335,0.28439551,0.284741167,0.28528584,0.285691795,0.286239829,0.286460018,0.286887629,0.287123612,0.287636507,0.28784684,0.288203654,0.288242355,0.288459731,0.288563191,0.288708149,0.288526377,0.288444843,0.288099527,0.287373683,0.285392835,0.282328222,0.277466868,0.271580216,0.265299703,0.260470073,0.259916504,0.264537065,0.268617334,0.271957063,0.274193392,0.275963276,0.276796558,0.277508483,0.278116042,0.279517953,0.280741869,0.282130436,0.283030029,0.284119661,0.284824063,0.285808766,0.286337716,0.287154914,0.287707343,0.28838202,0.288783384,0.289351268,0.289692034,0.290205788,0.290530396,0.291018673,0.291183366,0.29159025,0.291781009,0.29212304,0.292302802,0.292633586,0.292638568,0.293062278,0.293132225,0.293463498,0.293472594,0.293881551,0.293930451,0.294251995,0.294075486,0.29417645,0.294100727,0.294263593,0.29406695,0.294218456,0.294020423,0.294084192,0.293873842,0.293788164,0.293387676,0.293172263,0.292671241,0.292394711,0.291835343,0.291625897,0.291129778,0.290984006,0.290563616,0.290617646,0.290332318,0.290404192,0.290324021,0.290374793,0.290218701,0.290378091,0.290042936,0.290091641,0.289696202,0.289258956,0.288160879,0.28658742,0.283352437,0.278140799,0.269606502,0.256827094,0.238836891,0.220558144,0.209784695,0.209438526,0.214131016,0.219773939,0.224339188,0.227973237,0.230677907,0.233286316,0.235376338,0.237814341,0.240596203,0.242901719,0.245587704,0.248691884,0.251573714,0.254753367,0.257681129,0.260633609,0.26331358,0.265941313,0.268143985,0.270215146,0.27177355,0.273372547,0.27454403,0.275597371,0.27631894,0.277092016,0.277545646,0.278254173,0.27862931,0.279232047,0.279837398,0.280851363,0.281923425,0.282954506,0.283363249,0.283071021,0.281832489,0.2797074,0.276902512,0.273575102,0.269792532,0.265922215,0.261325729,0.256271721,0.2510573,0.245848018,0.242059909,0.243897444,0.248233289,0.250922442,0.252362273,0.253472515,0.254446966,0.25558721,0.256433885,0.25692368,0.25679065,0.256001098,0.254949508,0.253621775,0.252553331,0.251557266,0.250245376,0.249132266,0.247425647,0.245586077,0.243558389,0.241415864,0.239250217,0.237672838,0.23639525,0.235493585,0.234108591,0.232354659,0.230507191,0.229038086,0.227637181,0.226136934,0.224276347,0.222061815,0.219440975,0.216668118,0.213842885,0.210962265,0.208892408,0.206921661,0.204992491,0.203117058,0.201169568,0.198940589,0.197285809,0.195514025,0.194107433,0.192914727,0.192028854,0.191856565,0.192379012,0.191973034,0.192540707
